Id,Label,indegree,closnesscentrality,betweenesscentrality,componentnumber,eigencentrality
Primary Care Ethics,Primary Care Ethics,2,0,0,0,0.006766
Gerard Piel,Gerard Piel,2,0,0,0,0.000709
Abiy Ahmed,Abiy Ahmed,2,0,0,0,0.00072
António Damásio,António Damásio,2,0,0,0,0.00144
A Mathematical Theory Of Communication,A Mathematical Theory Of Communication,2,0,0,0,0.004142
Chinese Mythology,Chinese Mythology,2,0,0,0,0.000717
Epistaxis,Epistaxis,4,0,0,0,0.012959
Alexandre Dumas,Alexandre Dumas,5,0,0,0,0.01158
"Garcia V. Google, Inc.","Garcia V. Google, Inc.",2,0,0,0,0.0003
Congenital Hypothyroidism,Congenital Hypothyroidism,2,0,0,0,0.006629
Medicine In The Medieval Islamic World,Medicine In The Medieval Islamic World,7,0,0,0,0.026305
Linezolid,Linezolid,3,0,0,0,0.00736
Airplane,Airplane,3,0,0,0,0.000775
Kanchana Kanchanasut,Kanchana Kanchanasut,4,0,0,0,0.014092
Oliver Sacks,Oliver Sacks,3,0,0,0,0.001693
Bradford Parkinson,Bradford Parkinson,2,0,0,0,0.006985
Edward M. Purcell,Edward M. Purcell,2,0,0,0,0.006975
1980 Democratic National Convention,1980 Democratic National Convention,2,0,0,0,0.000487
Behavioral Science,Behavioral Science,4,0,0,0,0.008664
Prognocis,Prognocis,49,0.343336,0.000028,0,0.033644
Monoculturalism,Monoculturalism,3,0,0,0,0.000792
Carrier Sekani Family Services,Carrier Sekani Family Services,3,1,0,0,0.00245
Positive Psychology,Positive Psychology,6,0,0,0,0.004126
Blackberry Os,Blackberry Os,2,0,0,0,0.000784
Antony Hewish,Antony Hewish,4,0,0,0,0.014157
Shan Alphabet,Shan Alphabet,3,0,0,0,0.007182
Chlorzoxazone,Chlorzoxazone,2,0,0,0,0.000543
Head Start Program,Head Start Program,2,0,0,0,0.000487
Media Regulation,Media Regulation,3,0,0,0,0.010205
Specialized Mobile Radio,Specialized Mobile Radio,2,0,0,0,0.006706
Death Row,Death Row,2,0,0,0,0.006259
Fluorine,Fluorine,2,0,0,0,0.004492
Human Migration,Human Migration,4,0,0,0,0.007556
Sinus (Anatomy),Sinus (Anatomy),2,0,0,0,0.01208
Community Hospital,Community Hospital,6,0,0,0,0.009407
Complication (Medicine),Complication (Medicine),10,0,0,0,0.012965
Adenoma,Adenoma,2,0,0,0,0.012622
Data Packet,Data Packet,8,0,0,0,0.026504
Japhetic Theory,Japhetic Theory,2,0,0,0,0.00988
Emmanuel Macron,Emmanuel Macron,4,0,0,0,0.001834
American Osteopathic Association,American Osteopathic Association,15,0,0,0,0.084263
Coronavirus Breathalyzer,Coronavirus Breathalyzer,4,0,0,0,0.002108
Canidae,Canidae,2,0,0,0,0.006236
International Day Of The Girl Child,International Day Of The Girl Child,4,0,0,0,0.018483
Neurobiology,Neurobiology,9,0,0,0,0.044561
Covid-19 Pandemic In San Marino,Covid-19 Pandemic In San Marino,4,0,0,0,0.002108
Domestic Robot,Domestic Robot,4,0,0,0,0.0014
Internet Speech Audio Codec,Internet Speech Audio Codec,7,0,0,0,0.018267
Polarization Mode Dispersion,Polarization Mode Dispersion,2,0,0,0,0.006965
Medical Doctor,Medical Doctor,4,0,0,0,0.010147
Education In Hong Kong,Education In Hong Kong,3,0,0,0,0.007597
Solid-State Drive,Solid-State Drive,4,0,0,0,0.008277
Nebulizer,Nebulizer,2,0,0,0,0.006192
Fragile X Syndrome,Fragile X Syndrome,2,0,0,0,0.006272
Morse Code Mnemonics,Morse Code Mnemonics,6,0,0,0,0.018242
Turks And Caicos Islands,Turks And Caicos Islands,6,0,0,0,0.00368
Loxoprofen,Loxoprofen,3,0,0,0,0.000807
Body Language,Body Language,4,0,0,0,0.001566
Ligand,Ligand,4,0,0,0,0.013222
1900 Summer Olympics,1900 Summer Olympics,2,0,0,0,0.00134
Michael Servetus,Michael Servetus,2,0,0,0,0.01214
Uterus,Uterus,10,0,0,0,0.043273
Independent Sage,Independent Sage,5,0,0,0,0.002282
Biomechanics,Biomechanics,8,0,0,0,0.01707
Mcoppb,Mcoppb,2,0,0,0,0.000533
Rightsflow,Rightsflow,2,0,0,0,0.0003
Paul Ekman,Paul Ekman,5,0,0,0,0.003333
Monocular,Monocular,3,0,0,0,0.010144
Mouth Breathing,Mouth Breathing,4,0,0,0,0.012981
Biology And Sexual Orientation,Biology And Sexual Orientation,2,0,0,0,0.006661
Patient Record Access In The United Kingdom,Patient Record Access In The United Kingdom,3,0.34959,0.000002,0,0.002838
1970 Georgia Gubernatorial Election,1970 Georgia Gubernatorial Election,2,0,0,0,0.000487
Emile Berliner,Emile Berliner,107,0.316702,0.000044,0,0.321727
Timeline Of The Covid-19 Pandemic In November 2021,Timeline Of The Covid-19 Pandemic In November 2021,4,0,0,0,0.002108
Aud,Aud,2,0,0,0,0.000424
Yemeni Civil War (2014–Present),Yemeni Civil War (2014–Present),3,0,0,0,0.002973
Master Of Engineering,Master Of Engineering,2,0,0,0,0.000669
Metal–Oxide–Semiconductor,Metal–Oxide–Semiconductor,10,0,0,0,0.032284
University Of North Texas,University Of North Texas,3,0,0,0,0.00381
Crista Ampullaris,Crista Ampullaris,2,0,0,0,0.000424
Disruptive Technology,Disruptive Technology,3,0,0,0,0.00713
El Dorado,El Dorado,2,0,0,0,0.000752
Paradigm,Paradigm,5,0,0,0,0.017928
Education In Montenegro,Education In Montenegro,3,0,0,0,0.007597
Diagnose,Diagnose,3,0,0,0,0.009267
Pituitary Gland,Pituitary Gland,3,0,0,0,0.018218
Fast Fourier Transform,Fast Fourier Transform,5,0,0,0,0.017967
Embutramide,Embutramide,2,0,0,0,0.000533
Education In Sudan,Education In Sudan,3,0,0,0,0.007597
Sexual Partner,Sexual Partner,4,0,0,0,0.024052
Covid-19 Pandemic In France,Covid-19 Pandemic In France,5,0,0,0,0.003102
Soul (Spirit),Soul (Spirit),2,0,0,0,0.001172
Aryan Race,Aryan Race,2,0,0,0,0.00988
Reuters,Reuters,19,0,0,0,0.0203
Violet (Color),Violet (Color),2,0,0,0,0.00456
Feng Shui,Feng Shui,3,0,0,0,0.010237
Van Der Woude Syndrome,Van Der Woude Syndrome,3,0,0,0,0.006498
Edwin N. Lightfoot,Edwin N. Lightfoot,2,0,0,0,0.006975
Nerve Conduction Study,Nerve Conduction Study,5,0,0,0,0.02484
Bn-350 Reactor,Bn-350 Reactor,2,0,0,0,0.012313
Covid-19 Pandemic In Cuba,Covid-19 Pandemic In Cuba,4,0,0,0,0.002108
Bhattiprolu Script,Bhattiprolu Script,3,0,0,0,0.007182
Jsmol,Jsmol,3,0,0,0,0.000689
Population Control,Population Control,2,0,0,0,0.000672
Covid-19 Pandemic In South Ossetia,Covid-19 Pandemic In South Ossetia,4,0,0,0,0.002108
W Band,W Band,2,0,0,0,0.00456
First Generation Of Video Game Consoles,First Generation Of Video Game Consoles,2,0,0,0,0.007068
Cross-Correlation,Cross-Correlation,3,0,0,0,0.00711
Asia,Asia,14,0,0,0,0.039909
Fluorescent In Situ Hybridization,Fluorescent In Situ Hybridization,2,0,0,0,0.012232
"Sacramento, California","Sacramento, California",3,0,0,0,0.000445
Carers' Rights,Carers' Rights,2,0,0,0,0.000766
Covid-19 Pandemic In New Brunswick,Covid-19 Pandemic In New Brunswick,4,0,0,0,0.002108
Social Norm,Social Norm,5,0,0,0,0.001858
Neuropsychiatry,Neuropsychiatry,16,0,0,0,0.072485
Gateway (Telecommunications),Gateway (Telecommunications),5,0,0,0,0.008414
Overactive Bladder,Overactive Bladder,2,0,0,0,0.006587
Endoxon,Endoxon,2,0,0,0,0.0003
Sctv01C,Sctv01C,4,0,0,0,0.002108
Quickmd,Quickmd,3,0,0,0,0.00245
Television News Screen Layout,Television News Screen Layout,4,0,0,0,0.013846
Medical Genetics,Medical Genetics,127,0.352012,0.000044,0,0.652974
Triage,Triage,12,0,0,0,0.038367
The National Museum Of Computing,The National Museum Of Computing,4,0,0,0,0.013812
Graphing Calculator,Graphing Calculator,2,0,0,0,0.001165
Cannabis,Cannabis,3,0,0,0,0.001185
Joan Of Arc,Joan Of Arc,3,0,0,0,0.008112
Instagram,Instagram,6,0,0,0,0.006665
Vestibulospinal Tract,Vestibulospinal Tract,2,0,0,0,0.000424
Theosophy,Theosophy,2,0,0,0,0.001172
Voice Access,Voice Access,2,0,0,0,0.0003
Alcohol Withdrawal Syndrome,Alcohol Withdrawal Syndrome,2,0,0,0,0.000546
"Gaia, Inc.","Gaia, Inc.",2,0,0,0,0.00988
Mcfarland & Company,Mcfarland & Company,3,0,0,0,0.004561
Stereotypic Movement Disorder,Stereotypic Movement Disorder,5,0,0,0,0.009193
Psychoanalysis,Psychoanalysis,15,0,0,0,0.041524
Bachelor Of Science In Nursing,Bachelor Of Science In Nursing,103,0.311039,0.000004,0,0.352945
American Osteopathic Board Of Anesthesiology,American Osteopathic Board Of Anesthesiology,2,0,0,0,0.012367
Zen,Zen,3,0,0,0,0.007112
Early Goal-Directed Therapy,Early Goal-Directed Therapy,3,0,0,0,0.010483
Basilar Membrane,Basilar Membrane,2,0,0,0,0.000424
Biological Network,Biological Network,4,0,0,0,0.011275
Dvd,Dvd,13,0,0,0,0.033465
Cp/M,Cp/M,3,0,0,0,0.010591
Xk (Protein),Xk (Protein),3,0,0,0,0.018165
Patient,Patient,44,0.310204,0.00005,0,0.092826
1G,1G,7,0,0,0,0.018413
Ebola Vaccine,Ebola Vaccine,4,0,0,0,0.010973
Video Camera,Video Camera,8,0,0,0,0.007945
Latitude,Latitude,2,0,0,0,0.001572
United States House Of Representatives,United States House Of Representatives,11,0,0,0,0.02096
Education In Belize,Education In Belize,3,0,0,0,0.007597
Forum For The Progress And Integration Of South America,Forum For The Progress And Integration Of South America,3,0,0,0,0.007404
Sleep Medicine,Sleep Medicine,129,0.352393,0.000039,0,0.661049
Index Of Psychology Articles,Index Of Psychology Articles,4,0,0,0,0.00308
Dysphagia,Dysphagia,4,0,0,0,0.007712
1980 United States Census,1980 United States Census,2,0,0,0,0.000304
Revenge Pornography,Revenge Pornography,4,0,0,0,0.024052
Covid-19 Pandemic In Calabarzon,Covid-19 Pandemic In Calabarzon,4,0,0,0,0.002108
Abuse,Abuse,5,0,0,0,0.003444
Adjustable Gastric Band,Adjustable Gastric Band,2,0,0,0,0.012114
Pixel Watch 3,Pixel Watch 3,2,0,0,0,0.0003
Christopher Lasch,Christopher Lasch,3,0,0,0,0.000792
Oregon Health Authority,Oregon Health Authority,2,0,0,0,0.000487
1956 Nobel Prize In Physiology Or Medicine,1956 Nobel Prize In Physiology Or Medicine,2,0,0,0,0.007194
Nazi,Nazi,3,0,0,0,0.010153
Olfaction,Olfaction,2,0,0,0,0.000757
Pervasive Developmental Disorder,Pervasive Developmental Disorder,4,0,0,0,0.008889
Quantization Noise,Quantization Noise,2,0,0,0,0.004802
Human-Powered Transport,Human-Powered Transport,2,0,0,0,0.000301
Live Streaming,Live Streaming,4,0,0,0,0.007478
Shareware,Shareware,2,0,0,0,0.006923
Education In The Dominican Republic,Education In The Dominican Republic,3,0,0,0,0.007597
Kidney Dialysis,Kidney Dialysis,12,0.289399,0.000012,0,0.032382
Btrx-246040,Btrx-246040,2,0,0,0,0.000533
Yoruba Language,Yoruba Language,2,0,0,0,0.006758
"La Porte, Indiana","La Porte, Indiana",2,0,0,0,0.003511
Reciprocating Motion,Reciprocating Motion,2,0,0,0,0.003587
Dvb-Sh,Dvb-Sh,5,0,0,0,0.012144
Transplant Surgery,Transplant Surgery,2,0,0,0,0.012148
Urodynamic Testing,Urodynamic Testing,2,0,0,0,0.00643
Application Layer,Application Layer,8,0,0,0,0.015659
Lipid Pneumonia,Lipid Pneumonia,2,0,0,0,0.006628
Science And Technology Studies,Science And Technology Studies,9,0,0,0,0.009592
Facebook Messenger,Facebook Messenger,3,0,0,0,0.001839
Collis Gastroplasty,Collis Gastroplasty,2,0,0,0,0.012114
25-Pair Color Code,25-Pair Color Code,2,0,0,0,0.001016
Ac Power Plugs And Sockets,Ac Power Plugs And Sockets,3,0,0,0,0.007764
Cult Of Personality,Cult Of Personality,4,0,0,0,0.011565
X-Ray Filter,X-Ray Filter,3,0,0,0,0.01251
Shared Decision-Making,Shared Decision-Making,48,0.353909,0.000021,0,0.039964
Ieee 802.11E-2005,Ieee 802.11E-2005,3,0,0,0,0.010523
Internet,Internet,155,0.2174,0.00013,0,0.404553
Systems Theory,Systems Theory,9,0,0,0,0.008654
Vienna Dioscurides,Vienna Dioscurides,2,0,0,0,0.006412
Hungary,Hungary,17,0,0,0,0.031693
Superannuation In Australia,Superannuation In Australia,2,0,0,0,0.001676
The Washington Post,The Washington Post,29,0,0,0,0.033035
Allen J. Bard,Allen J. Bard,2,0,0,0,0.006975
Rheumatology,Rheumatology,126,0.349886,0.000016,0,0.653062
Sperm Theft,Sperm Theft,6,0,0,0,0.035932
Samuel Thomas Von Sömmering,Samuel Thomas Von Sömmering,2,0,0,0,0.006844
Usa Today,Usa Today,20,0,0,0,0.015743
Broadcast Engineering,Broadcast Engineering,4,0,0,0,0.00742
Washington Monthly,Washington Monthly,5,0,0,0,0.002012
Royal College Of Emergency Medicine,Royal College Of Emergency Medicine,5,0,0,0,0.010997
Cultural Contracts,Cultural Contracts,2,0,0,0,0.000527
Thomas Aquinas,Thomas Aquinas,12,0,0,0,0.023466
Linked Data,Linked Data,4,0,0,0,0.007286
Sleep Apnea,Sleep Apnea,5,0,0,0,0.019408
Meridian Lossless Packing,Meridian Lossless Packing,2,0,0,0,0.007254
Ivan Moura Campos,Ivan Moura Campos,4,0,0,0,0.014092
Owlchemy Labs,Owlchemy Labs,2,0,0,0,0.0003
Human Tooth,Human Tooth,2,0,0,0,0.006204
Office Of The National Coordinator For Health Information,Office Of The National Coordinator For Health Information,2,0.300619,0.000003,0,0.002623
Massachusetts,Massachusetts,14,0,0,0,0.028442
Breastfeeding And Mental Health,Breastfeeding And Mental Health,6,0,0,0,0.020267
Postage Stamps And Postal History Of The United States,Postage Stamps And Postal History Of The United States,2,0,0,0,0.004019
Samsung Gear Vr,Samsung Gear Vr,2,0,0,0,0.0003
Dimethocaine,Dimethocaine,2,0,0,0,0.000424
Nuclear Ethics,Nuclear Ethics,2,0,0,0,0.012313
Greco-Roman World,Greco-Roman World,3,0,0,0,0.007404
Connotation,Connotation,5,0,0,0,0.012455
Quantum State,Quantum State,2,0,0,0,0.007057
Decision Aids,Decision Aids,46,0.345475,0.000002,0,0.038875
Property Law,Property Law,2,0,0,0,0.000656
Leo Kadanoff,Leo Kadanoff,3,0,0,0,0.010594
Kidney,Kidney,11,0,0,0,0.033751
United States Armed Forces,United States Armed Forces,3,0,0,0,0.000553
Shabbat,Shabbat,2,0,0,0,0.003655
Canadian Pharmacists Association,Canadian Pharmacists Association,2,0,0,0,0.001566
Hans Bethe,Hans Bethe,4,0,0,0,0.014157
Galileo Galilei,Galileo Galilei,8,0,0,0,0.012375
Vera Rubin,Vera Rubin,2,0,0,0,0.006975
Google Doodle,Google Doodle,6,0,0,0,0.010784
Media Influence,Media Influence,3,0,0,0,0.003981
Wallpaper (Computing),Wallpaper (Computing),3,0,0,0,0.007952
Masterclass,Masterclass,2,0,0,0,0.000505
Tony Hoare,Tony Hoare,3,0,0,0,0.010519
Islamabad,Islamabad,3,0,0,0,0.010377
Battle Of Gettysburg,Battle Of Gettysburg,3,0,0,0,0.010375
Switzerland,Switzerland,29,0,0,0,0.041179
Timeline Of The Covid-19 Pandemic In March 2022,Timeline Of The Covid-19 Pandemic In March 2022,4,0,0,0,0.002108
Serial Port,Serial Port,3,0,0,0,0.007434
Covid-19 Pandemic In Odisha,Covid-19 Pandemic In Odisha,4,0,0,0,0.002108
Education In Argentina,Education In Argentina,3,0,0,0,0.007597
Curriculum,Curriculum,5,0,0,0,0.014274
Trichotillomania,Trichotillomania,4,0,0,0,0.008889
Internet Backbone,Internet Backbone,4,0,0,0,0.011731
Elizabeth Blackwell,Elizabeth Blackwell,2,0,0,0,0.01292
Ideal Gas,Ideal Gas,2,0,0,0,0.00434
Drive-By Download,Drive-By Download,3,0,0,0,0.007157
Network Switch,Network Switch,110,0.250552,0.000015,0,0.333233
Christopher Duntsch,Christopher Duntsch,2,0,0,0,0.012169
Edwin Howard Armstrong,Edwin Howard Armstrong,106,0.247405,0.000019,0,0.318301
Endomorphin-1,Endomorphin-1,2,0,0,0,0.000533
Timeline Of The Covid-19 Pandemic In 2019,Timeline Of The Covid-19 Pandemic In 2019,4,0,0,0,0.002108
Wipo,Wipo,2,0,0,0,0.000407
Competitive Local Exchange Carrier,Competitive Local Exchange Carrier,2,0,0,0,0.006986
Modern Era,Modern Era,5,0,0,0,0.014349
Budd–Chiari Syndrome,Budd–Chiari Syndrome,3,0,0,0,0.012197
Video Camera Tube,Video Camera Tube,7,0,0,0,0.017992
Hernia,Hernia,7,0,0,0,0.037454
Automated Restaurant,Automated Restaurant,3,0,0,0,0.000689
Trench Warfare,Trench Warfare,2,0,0,0,0.004065
Vivo (Technology Company),Vivo (Technology Company),2,0,0,0,0.003957
Sex Life,Sex Life,4,0,0,0,0.024052
Counterfeit,Counterfeit,2,0,0,0,0.000571
Ncaa Division I,Ncaa Division I,6,0,0,0,0.002477
Higher National Diploma,Higher National Diploma,4,0,0,0,0.021941
Elite,Elite,4,0,0,0,0.001325
Morocco,Morocco,10,0,0,0,0.007535
French Franc,French Franc,2,0,0,0,0.004387
Property Rights (Economics),Property Rights (Economics),3,0,0,0,0.001174
Service Module,Service Module,3,0,0,0,0.004141
Lisbon,Lisbon,2,0,0,0,0.000517
Endarterectomy,Endarterectomy,5,0,0,0,0.018935
History Of South America,History Of South America,2,0,0,0,0.007068
Otolaryngology,Otolaryngology,9,0,0,0,0.038112
Walter Houser Brattain,Walter Houser Brattain,111,0.246762,0.000055,0,0.336321
Diving Mask,Diving Mask,3,0,0,0,0.010821
Congenital Insensitivity To Pain With Anhidrosis,Congenital Insensitivity To Pain With Anhidrosis,2,0,0,0,0.006407
User Datagram Protocol,User Datagram Protocol,10,0,0,0,0.03022
Alternative Education,Alternative Education,3,0,0,0,0.007597
United States Foreign Intelligence Surveillance Court,United States Foreign Intelligence Surveillance Court,3,0,0,0,0.00067
Technology,Technology,23,0.341969,0.000376,0,0.011894
Blood Sugar Regulation,Blood Sugar Regulation,3,0,0,0,0.01232
Stonemasonry,Stonemasonry,2,0,0,0,0.000748
Dream Interpretation,Dream Interpretation,3,0,0,0,0.007061
Differential Diagnosis,Differential Diagnosis,14,0,0,0,0.051199
George Westinghouse,George Westinghouse,6,0,0,0,0.017582
Siren (Codec),Siren (Codec),5,0,0,0,0.017967
Panic Disorder,Panic Disorder,4,0,0,0,0.008889
Nexus 5,Nexus 5,2,0,0,0,0.0003
Jules Verne,Jules Verne,5,0,0,0,0.005423
Virtual Data Warehouse,Virtual Data Warehouse,2,0.251223,0.000004,0,0.002623
Digital Communication,Digital Communication,6,0,0,0,0.022591
Society For The Psychological Study Of Social Issues,Society For The Psychological Study Of Social Issues,2,0,0,0,0.001559
Covid-19 Pandemic In Eswatini,Covid-19 Pandemic In Eswatini,4,0,0,0,0.002108
Grief Therapy Dog,Grief Therapy Dog,2,0,0,0,0.006386
Abraham Maslow,Abraham Maslow,5,0,0,0,0.003722
Coastal Engineering,Coastal Engineering,2,0,0,0,0.000669
University Of Oulu,University Of Oulu,2,0,0,0,0.012512
Mercy (Healthcare Organization),Mercy (Healthcare Organization),4,1,0.000001,0,0.002596
Avaya,Avaya,5,0,0,0,0.008739
Veterinary Education,Veterinary Education,3,0,0,0,0.012382
Oogenesis,Oogenesis,3,0,0,0,0.012485
Newfoundland And Labrador,Newfoundland And Labrador,4,0,0,0,0.013803
Castlight Health,Castlight Health,2,0,0,0,0.0003
Nuclear Fission,Nuclear Fission,4,0,0,0,0.016148
Academic Journal Publishing Reform,Academic Journal Publishing Reform,3,0,0,0,0.011316
Covid-19 Lockdown In India,Covid-19 Lockdown In India,4,0,0,0,0.002108
Oriental Orthodoxy,Oriental Orthodoxy,2,0,0,0,0.006219
Alexander Pruss,Alexander Pruss,2,0,0,0,0.000714
Yale University Press,Yale University Press,4,0,0,0,0.001762
J. C. R. Licklider,J. C. R. Licklider,10,0,0,0,0.032452
Covid-19 Pandemic In Sikkim,Covid-19 Pandemic In Sikkim,4,0,0,0,0.002108
Random Geometric Graph,Random Geometric Graph,4,0,0,0,0.011275
Ultraviolet Radiation,Ultraviolet Radiation,2,0,0,0,0.003886
Poison,Poison,6,0,0,0,0.009841
American Lung Association,American Lung Association,2,0,0,0,0.006201
Icd-10 Procedure Coding System,Icd-10 Procedure Coding System,16,0,0,0,0.061496
Aesthetic,Aesthetic,10,0,0,0,0.014452
Eli Ruckenstein,Eli Ruckenstein,2,0,0,0,0.006975
Church Of Scientology,Church Of Scientology,2,0,0,0,0.012843
The Huffington Post,The Huffington Post,4,0,0,0,0.007893
Russo-Ukrainian War,Russo-Ukrainian War,2,0,0,0,0.00033
"Master Of Arts (Oxford, Cambridge, And Dublin)","Master Of Arts (Oxford, Cambridge, And Dublin)",3,0,0,0,0.018322
Traffic Psychology,Traffic Psychology,4,0,0,0,0.00308
Hiccup,Hiccup,3,0,0,0,0.006885
Frederick Bakewell,Frederick Bakewell,2,0,0,0,0.006801
School Of Names,School Of Names,3,0,0,0,0.007112
Talking Drum,Talking Drum,3,0,0,0,0.010255
Diffusion Of Innovations,Diffusion Of Innovations,23,0,0,0,0.044868
Zambia,Zambia,7,0,0,0,0.009921
Vaccine Diplomacy,Vaccine Diplomacy,4,0,0,0,0.002108
Plateau,Plateau,2,0,0,0,0.00056
Koronavilkku,Koronavilkku,4,0,0,0,0.002108
Possibilianism,Possibilianism,2,0,0,0,0.000714
Knowledge Translation,Knowledge Translation,44,0.348909,0.000006,0,0.037418
Lip Gloss,Lip Gloss,2,0,0,0,0.006211
Job Market,Job Market,2,0,0,0,0.007068
Hydrogen,Hydrogen,6,0,0,0,0.015239
Work Design,Work Design,2,0,0,0,0.000464
Nissen Fundoplication,Nissen Fundoplication,4,0,0,0,0.013268
Covid-19 Lockdowns By Country,Covid-19 Lockdowns By Country,2,0,0,0,0.001635
Quadruped,Quadruped,2,0,0,0,0.000548
Hallucinogen,Hallucinogen,2,0,0,0,0.000546
Wood,Wood,2,0,0,0,0.003574
Patient Participation,Patient Participation,48,0.345971,0.000019,0,0.040008
Knowledge,Knowledge,8,0,0,0,0.016677
Collier'S Weekly,Collier'S Weekly,2,0,0,0,0.00676
Uterine Cancer,Uterine Cancer,6,0,0,0,0.030496
Electrogastrogram,Electrogastrogram,3,0,0,0,0.006852
Directorate-General For European Civil Protection And Humanitarian Aid Operations,Directorate-General For European Civil Protection And Humanitarian Aid Operations,3,0,0,0,0.003212
Digestive Tract,Digestive Tract,2,0,0,0,0.006701
Jxd S5100,Jxd S5100,2,0,0,0,0.0003
Volodymyr Zelenskyy,Volodymyr Zelenskyy,2,0,0,0,0.000315
Pancreas Transplantation,Pancreas Transplantation,3,0,0,0,0.018135
Hiragana,Hiragana,3,0,0,0,0.007182
Nirmatrelvir/Ritonavir,Nirmatrelvir/Ritonavir,4,0,0,0,0.002108
History Of Nursing In The United States,History Of Nursing In The United States,102,0.318846,0.000027,0,0.352787
Therapy,Therapy,139,0.353349,0.000235,0,0.674502
Stanley Plotkin,Stanley Plotkin,2,0,0,0,0.001923
Angelman Syndrome,Angelman Syndrome,2,0,0,0,0.006517
Nature,Nature,2,0,0,0,0.006511
Emergency Service,Emergency Service,2,0,0,0,0.006938
Covid-19 Pandemic In South Africa,Covid-19 Pandemic In South Africa,4,0,0,0,0.002108
Herpes Simplex,Herpes Simplex,2,0,0,0,0.006471
Charcoal,Charcoal,2,0,0,0,0.000818
Data Fusion,Data Fusion,2,0,0,0,0.003891
Australasian College Of Sport And Exercise Physicians,Australasian College Of Sport And Exercise Physicians,2,0,0,0,0.01214
Solaristor,Solaristor,3,0,0,0,0.007764
Copy Detection Pattern,Copy Detection Pattern,2,0,0,0,0.000626
Covid-19 Pandemic In Gujarat,Covid-19 Pandemic In Gujarat,4,0,0,0,0.002108
Infodemic,Infodemic,2,0,0,0,0.004597
Sanitary Engineering,Sanitary Engineering,2,0,0,0,0.000669
Peer-To-Peer File Sharing,Peer-To-Peer File Sharing,2,0,0,0,0.007428
Popular Culture,Popular Culture,6,0,0,0,0.00762
Insulinoma,Insulinoma,4,0,0,0,0.012714
Chiyo Sakakibara,Chiyo Sakakibara,2,0,0,0,0.000709
Socialism In Pakistan,Socialism In Pakistan,2,0,0,0,0.000863
Doctorate,Doctorate,12,0,0,0,0.047675
Transmission Delay,Transmission Delay,2,0,0,0,0.007698
Jan D. Achenbach,Jan D. Achenbach,2,0,0,0,0.006975
University Of Twente,University Of Twente,2,0,0,0,0.004002
Cn Telegraph,Cn Telegraph,2,0,0,0,0.006748
Developmental Neurorehabilitation,Developmental Neurorehabilitation,3,0,0,0,0.018149
Frank V. Gaos,Frank V. Gaos,2,0,0,0,0.0003
Dark Therapy,Dark Therapy,3,0,0,0,0.012482
Moritz Heinrich Romberg,Moritz Heinrich Romberg,3,0,0,0,0.018149
Gymnastics At The 2024 Brics Games,Gymnastics At The 2024 Brics Games,2,0,0,0,0.00072
New Look (Policy),New Look (Policy),2,0,0,0,0.000487
Covid-19 Pandemic In Metro Manila,Covid-19 Pandemic In Metro Manila,4,0,0,0,0.002108
Gilbert F. White,Gilbert F. White,2,0,0,0,0.006975
Pal-M,Pal-M,2,0,0,0,0.003513
Spatial Network,Spatial Network,4,0,0,0,0.011275
Greg Hunt,Greg Hunt,4,0,0,0,0.002108
Greater Accra Region,Greater Accra Region,2,0,0,0,0.000709
Gamma Knife,Gamma Knife,3,0,0,0,0.012507
Feature Film,Feature Film,3,0,0,0,0.005173
Bridging (Networking),Bridging (Networking),2,0,0,0,0.00442
Transistor Density,Transistor Density,3,0,0,0,0.0077
Zf2001,Zf2001,4,0,0,0,0.002108
Ruth Patrick,Ruth Patrick,2,0,0,0,0.006975
First Aid,First Aid,12,0,0,0,0.035571
Virtual World,Virtual World,10,0,0,0,0.012079
Phenomenalism,Phenomenalism,3,0,0,0,0.007112
Pediatric Ophthalmology,Pediatric Ophthalmology,3,0,0,0,0.018795
Electric Motor,Electric Motor,6,0,0,0,0.007698
Marine Radio,Marine Radio,4,0,0,0,0.011244
Artist Diploma,Artist Diploma,3,0,0,0,0.018322
Masters And Johnson,Masters And Johnson,4,0,0,0,0.024052
W. E. B. Du Bois,W. E. B. Du Bois,8,0,0,0,0.0048
Physical Fitness,Physical Fitness,7,0,0,0,0.015905
Codec 2,Codec 2,5,0,0,0,0.017967
Misogyny,Misogyny,5,0,0,0,0.018772
Sex Shop,Sex Shop,4,0,0,0,0.024052
Cornel West,Cornel West,2,0,0,0,0.000728
Mpeg-4 Sls,Mpeg-4 Sls,5,0,0,0,0.017967
Youtube Tv,Youtube Tv,5,0,0,0,0.007312
Frontline (Magazine),Frontline (Magazine),3,0,0,0,0.007388
Telharmonium,Telharmonium,3,0,0,0,0.010228
Mayotte,Mayotte,4,0,0,0,0.004869
Adolescence,Adolescence,7,0,0,0,0.027461
Digital Cinema Initiative,Digital Cinema Initiative,2,0,0,0,0.003513
Pleasure Principle (Psychology),Pleasure Principle (Psychology),2,0,0,0,0.001115
Ten Commandments,Ten Commandments,2,0,0,0,0.008081
Public Health Mitigation Of Covid-19,Public Health Mitigation Of Covid-19,4,0,0,0,0.002108
"Córdoba, Spain","Córdoba, Spain",3,0,0,0,0.010256
Impact Of The Covid-19 Pandemic On Social Media,Impact Of The Covid-19 Pandemic On Social Media,4,0,0,0,0.002108
Science Communication,Science Communication,6,0,0,0,0.008942
